formula,sg,kL,bulkmod,composition,density,vpa,packing fraction,PymatgenData minimum boiling_point,PymatgenData mean boiling_point,PymatgenData maximum boiling_point,PymatgenData minimum molar_volume,PymatgenData mean molar_volume,PymatgenData maximum molar_volume,MagpieData minimum FirstIonizationEnergy,MagpieData mean FirstIonizationEnergy,MagpieData maximum FirstIonizationEnergy,holder_mean::0 Average bond length,holder_mean::0 Average bond angle,MagpieData minimum Number,MagpieData maximum Number,MagpieData mean Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData mean MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData mean Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData mean Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData mean CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData mean Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData mean NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData mean NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData mean NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData mean NfValence,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,PymatgenData minimum block,PymatgenData maximum block,PymatgenData mean block,PymatgenData minimum atomic_mass,PymatgenData maximum atomic_mass,PymatgenData mean atomic_mass,PymatgenData minimum atomic_radius,PymatgenData maximum atomic_radius,PymatgenData mean atomic_radius,cohesive energy (MP)
O7Sn2Y2,227,24.53,161.2,O7 Sn2 Y2,6.024946184,13.20995369,0.555583813,90.2,1236.309091,3609,16.29,17.62363636,19.88,6.2173,11.13170818,13.61805,2.4296078,0.903371174,8,50,21.27272727,12,87,72.09090909,54.8,1799,453.7963636,3,16,13.27272727,2,5,3.090909091,66,190,101.8181818,1.22,3.44,2.767272727,2,2,2,0,4,2.909090909,0,10,2,0,0,0,9.105,33.285,17.73045455,2,3,2.181818182,15.9994,118.71,47.92977273,0.6,1.8,0.972727273,6.553317557
O7Sr3Ti2,139,4.32,136.3,O7 Sr3 Ti2,4.905953367,13.27354557,0.815233677,90.2,1059.7,3560,10.64,20.385,33.94,5.69485,10.505595,13.61805,2.484092297,0.840791918,8,38,17.83333333,8,87,59.91666667,54.8,1941,617.9666667,2,16,10.5,2,5,3.083333333,66,195,113.9166667,0.95,3.44,2.500833333,2,2,2,0,4,2.333333333,0,2,0.333333333,0,0,0,9.105,54.23,21.65041667,1,3,1.916666667,15.9994,87.62,39.21581667,0.6,2,1.083333333,6.847808758
O7Sr3Zr2,47,4.68,124.8,O7 Sr3 Zr2,4.98238024,15.47829028,0.743307106,90.2,1246.7,4682,14.02,20.94833333,33.94,5.69485,10.473225,13.61805,2.620211504,0.825262974,8,40,20.83333333,8,87,60.08333333,54.8,2128,649.1333333,2,16,10.5,2,5,3.25,66,195,116.4166667,0.95,3.44,2.465833333,2,2,2,0,4,2.333333333,0,2,0.333333333,0,0,0,9.105,54.23,22.73458333,1,3,1.916666667,15.9994,91.224,46.44198333,0.6,2,1.108333333,7.016144236
O7Ti2Y2,227,37.84,179.2,O7 Ti2 Y2,4.843254268,12.0168399,0.591439566,90.2,1360.854545,3609,10.64,16.59636364,19.88,6.2173,11.03792636,13.61805,2.358177312,0.912468518,8,39,16.18181818,12,87,65.36363636,54.8,1941,714.8727273,3,16,11.45454545,2,5,2.909090909,66,190,105.6363636,1.22,3.44,2.690909091,2,2,2,0,4,2.545454545,0,2,0.545454545,0,0,0,9.105,32.365,14.71318182,2,3,2.363636364,15.9994,88.90585,35.04922727,0.6,1.8,0.963636364,7.750747103
O7Y2Zr2,227,8.19,155.4,O7 Y2 Zr2,5.255176748,13.56582185,0.578918529,90.2,1564.854545,4682,14.02,17.21090909,19.88,6.2173,11.00261364,13.61805,2.449803559,0.901629552,8,40,19.45454545,12,87,65.54545455,54.8,2128,748.8727273,3,16,11.45454545,2,5,3.090909091,66,190,108.3636364,1.22,3.44,2.652727273,2,2,2,0,4,2.545454545,0,2,0.545454545,0,0,0,9.105,32.365,15.89590909,2,3,2.363636364,15.9994,91.224,42.93231818,0.6,1.8,0.990909091,7.995430392
O8,12,0.88,4.5,O8,1.974484491,13.45547603,0.067242414,90.2,90.2,90.2,17.36,17.36,17.36,13.61805,13.61805,13.61805,2.308091618,0.695454221,8,8,8,87,87,87,54.8,54.8,54.8,16,16,16,2,2,2,66,66,66,3.44,3.44,3.44,2,2,2,4,4,4,0,0,0,0,0,0,9.105,9.105,9.105,2,2,2,15.9994,15.9994,15.9994,0.6,0.6,0.6,3.414521265
O8Si1Sn6,186,2.13,33.3,O8 Si1 Sn6,5.009430058,19.18932412,0.310706835,90.2,1409.64,3173,12.06,16.57866667,17.36,7.34392,10.74397333,13.61805,2.561763311,0.70205357,8,50,25.2,78,87,83.6,54.8,1687,343.7253333,14,16,15.06666667,2,5,3.266666667,66,139,98.2,1.9,3.44,2.745333333,2,2,2,2,4,3.066666667,0,10,4,0,0,0,9.105,33.285,19.53266667,2,2,2,15.9994,118.71,57.88938,0.6,1.45,0.973333333,5.35341714
O9Rb2Si3Sn1,176,2.85,66.7,O9 Rb2 Si3 Sn1,3.865435148,14.83209815,0.657861924,90.2,1008.52,3173,12.06,21.34866667,55.76,4.177128,10.84771107,13.61805,2.339608737,0.729898973,8,50,15.86666667,4,87,73.66666667,54.8,1687,445.6133333,1,16,13.46666667,2,5,2.8,66,220,100.4,0.82,3.44,2.684,1,2,1.866666667,0,4,2.933333333,0,10,0.666666667,0,0,0,9.105,90.7225,23.86633333,1,2,1.866666667,15.9994,118.71,34.52644667,0.6,2.35,0.99,6.160497905
O9Rb2Si3Ti1,176,2.81,63.7,O9 Rb2 Si3 Ti1,3.460389858,14.30185931,0.676304043,90.2,1054.186667,3560,10.64,20.972,55.76,4.177128,10.8133244,13.61805,2.310814383,0.737801092,8,37,14,4,87,71.2,54.8,1941,541.3413333,1,16,12.8,2,5,2.733333333,66,220,101.8,0.82,3.44,2.656,1,2,1.866666667,0,4,2.8,0,2,0.133333333,0,0,0,9.105,90.7225,22.76,1,3,1.933333333,15.9994,85.4678,29.80358,0.6,2.35,0.986666667,6.597945473
O9Si3Sr3,15,3.13,69.4,O9 Si3 Sr3,3.531881506,15.39329045,0.543092948,90.2,1019.72,3173,12.06,19.616,33.94,5.69485,10.940136,13.61805,2.332475046,0.706073038,8,38,15.2,8,87,69.4,54.8,1687,580.28,2,16,12.8,2,5,2.8,66,195,100.8,0.95,3.44,2.634,2,2,2,0,4,2.8,0,0,0,0,0,0,9.105,54.23,20.397,1,2,1.8,15.9994,87.62,32.74074,0.6,2,0.98,6.743750416
P1Si1,36,0.32,0.8,P1 Si1,2.076295941,23.61662657,0.206720251,550,1861.5,3173,12.06,14.54,17.02,8.15168,9.319185,10.48669,2.735407767,0.649964218,14,15,14.5,78,83,80.5,317.3,1687,1002.15,14,15,14.5,3,3,3,107,111,109,1.9,2.19,2.045,2,2,2,2,3,2.5,0,0,0,0,0,0,20.44,22.5702381,21.50511905,2,2,2,28.0855,30.973762,29.529631,1,1.1,1.05,4.197292263
P1Sr1,189,2.31,44.7,P1 Sr1,3.43658944,28.6518914,0.657881731,550,1102.5,1655,17.02,25.48,33.94,5.69485,8.09077,10.48669,3.168933547,0.861607357,15,38,26.5,8,83,45.5,317.3,1050,683.65,2,15,8.5,3,5,4,107,195,151,0.95,2.19,1.57,2,2,2,0,3,1.5,0,0,0,0,0,0,22.5702381,54.23,38.40011905,1,2,1.5,30.973762,87.62,59.296881,1,2,1.5,3.620458409
P2Si1,55,0.47,1.8,P2 Si1,2.110661777,23.61081807,0.196984,550,1424.333333,3173,12.06,15.36666667,17.02,8.15168,9.708353333,10.48669,2.739544051,0.64039666,14,15,14.66666667,78,83,81.33333333,317.3,1687,773.8666667,14,15,14.66666667,3,3,3,107,111,108.3333333,1.9,2.19,2.093333333,2,2,2,2,3,2.666666667,0,0,0,0,0,0,20.44,22.5702381,21.86015873,2,2,2,28.0855,30.973762,30.011008,1,1.1,1.033333333,4.008284878
P2Si1Zn1,122,18.78,84.2,P2 Si1 Zn1,3.333168041,19.35977652,0.313263622,550,1363.25,3173,9.16,13.815,17.02,8.15168,9.62981475,10.48669,2.503292101,0.58598535,14,30,18.5,69,83,78.25,317.3,1687,753.57,12,15,14,3,4,3.25,107,122,111.75,1.65,2.19,1.9825,2,2,2,0,3,2,0,10,2.5,0,0,0,13.96,22.5702381,19.88511905,2,3,2.25,28.0855,65.409,38.860506,1,1.35,1.1125,3.499691924
P2Sn1Zn1,122,9.23,65.7,P2 Sn1 Zn1,4.387934014,23.27992369,0.337776297,550,1288.75,2875,9.16,14.8725,17.02,7.34392,9.42787475,10.48669,2.660353396,0.585219873,15,50,27.5,69,83,78.75,317.3,692.68,458.09,12,15,14,3,5,3.75,107,139,118.75,1.65,2.19,1.9975,2,2,2,0,3,2,0,10,5,0,0,0,13.96,33.285,23.09636905,2,3,2.25,30.973762,118.71,61.516631,1,1.45,1.2,3.021038361
P2Sr1Zn2,164,4.77,63.4,P2 Sr1 Zn2,4.453666408,20.9082169,0.597850039,550,1023,1655,9.16,17.26,33.94,5.69485,9.0913256,10.48669,2.825602463,0.842376849,15,38,25.6,8,83,62.4,317.3,1050,613.992,2,15,11.2,3,5,3.8,107,195,130.6,0.95,2.19,1.726,2,2,2,0,3,1.2,0,10,4,0,0,0,13.96,54.23,25.45809524,1,3,2.2,30.973762,87.62,56.0771048,1,2,1.34,2.863654792
P2Zn1,14,5.43,66.7,P2 Zn1,3.489621936,20.20089734,0.308296125,550,760,1180,9.16,14.4,17.02,9.394199,10.12252633,10.48669,2.501016021,0.568867005,15,30,20,69,83,78.33333333,317.3,692.68,442.4266667,12,15,14,3,4,3.333333333,107,122,112,1.65,2.19,2.01,2,2,2,0,3,2,0,10,3.333333333,0,0,0,13.96,22.5702381,19.70015873,2,3,2.333333333,30.973762,65.409,42.45217467,1,1.35,1.116666667,2.963909792
P3Rb1Zn4,123,1.78,35.6,P3 Rb1 Zn4,4.287629426,21.30194721,0.634636496,550,916.375,1180,9.16,17.9325,55.76,4.177128,9.15174925,10.48669,2.860583351,0.870387121,15,37,25.25,4,83,66.125,312.46,692.68,504.385,1,15,11.75,3,5,3.75,107,220,128.625,0.82,2.19,1.74875,1,2,1.875,0,3,1.125,0,10,5,0,0,0,13.96,90.7225,26.78415179,1,3,2.375,30.973762,85.4678,55.00313575,1,2.35,1.34375,2.269212238
P3Rb2,69,1.02,14.6,P3 Rb2,2.643983774,33.1427652,0.731921801,550,714.4,961,17.02,32.516,55.76,4.177128,7.9628652,10.48669,3.281420786,0.777811915,15,37,23.8,4,83,51.4,312.46,317.3,315.364,1,15,9.4,3,5,3.8,107,220,152.2,0.82,2.19,1.642,1,2,1.6,0,3,1.8,0,0,0,0,0,0,22.5702381,90.7225,49.83114286,1,2,1.6,30.973762,85.4678,52.7713772,1,2.35,1.54,2.865233415
P3Sr1,12,3.21,44.3,P3 Sr1,3.332564286,22.48987812,0.512193663,550,826.25,1655,17.02,21.25,33.94,5.69485,9.28873,10.48669,2.938859688,0.718333912,15,38,20.75,8,83,64.25,317.3,1050,500.475,2,15,11.75,3,5,3.5,107,195,129,0.95,2.19,1.88,2,2,2,0,3,2.25,0,0,0,0,0,0,22.5702381,54.23,30.48517857,1,2,1.75,30.973762,87.62,45.1353215,1,2,1.25,3.690429187
P4Sr3,43,1.89,41.4,P4 Sr3,3.484958333,26.32627772,0.636442455,550,1023.571429,1655,17.02,24.27142857,33.94,5.69485,8.433044286,10.48669,3.124069181,0.791464557,15,38,24.85714286,8,83,50.85714286,317.3,1050,631.3142857,2,15,9.428571429,3,5,3.857142857,107,195,144.7142857,0.95,2.19,1.658571429,2,2,2,0,3,1.714285714,0,0,0,0,0,0,22.5702381,54.23,36.13870748,1,2,1.571428571,30.973762,87.62,55.25072114,1,2,1.428571429,3.66647198
P4Zn1,92,8.64,62.1,P4 Zn1,3.37471794,18.6295135,0.290519186,550,676,1180,9.16,15.448,17.02,9.394199,10.2681918,10.48669,2.638785882,0.659776475,15,30,18,69,83,80.2,317.3,692.68,392.376,12,15,14.4,3,4,3.2,107,122,110,1.65,2.19,2.082,2,2,2,0,3,2.4,0,10,2,0,0,0,13.96,22.5702381,20.84819048,2,3,2.2,30.973762,65.409,37.8608096,1,1.35,1.07,3.125064949
P5Y1,11,5.69,61.7,P5 Y1,3.297736929,20.45834033,0.369637149,550,1059.833333,3609,17.02,17.49666667,19.88,6.2173,9.775125,10.48669,2.798770332,0.700334866,15,39,19,12,83,71.16666667,317.3,1799,564.25,3,15,13,3,5,3.333333333,107,190,120.8333333,1.22,2.19,2.028333333,2,2,2,0,3,2.5,0,1,0.166666667,0,0,0,22.5702381,32.365,24.20269841,2,3,2.166666667,30.973762,88.90585,40.62911,1,1.8,1.133333333,4.192681698
P6Rb4,69,1,14.6,P6 Rb4,2.643983774,33.1427652,0.731921801,550,714.4,961,17.02,32.516,55.76,4.177128,7.9628652,10.48669,3.281420786,0.777811915,15,37,23.8,4,83,51.4,312.46,317.3,315.364,1,15,9.4,3,5,3.8,107,220,152.2,0.82,2.19,1.642,1,2,1.6,0,3,1.8,0,0,0,0,0,0,22.5702381,90.7225,49.83114286,1,2,1.6,30.973762,85.4678,52.7713772,1,2.35,1.54,2.865233415
P6Sn2Sr5,55,1.87,43.3,P6 Sn2 Sr5,4.007203088,27.45682961,0.611377804,550,1332.692308,2875,16.29,23.41538462,33.94,5.69485,8.160171538,10.48669,3.165787254,0.77721808,15,50,29.23076923,8,83,53.69230769,317.3,1050,627.9969231,2,15,9.846153846,3,5,4.076923077,107,195,145.7692308,0.95,2.19,1.677692308,2,2,2,0,3,1.692307692,0,10,1.538461538,0,0,0,22.5702381,54.23,36.39549451,1,2,1.615384615,30.973762,118.71,66.25865938,1,2,1.453846154,3.591211567
Pb1S1,11,0.94,17.5,Pb1 S1,7.333909255,27.08711452,0.528255135,717.87,1369.935,2022,15.53,16.895,18.26,7.41663,8.88832,10.36001,3.003223,1.570796327,16,82,49,81,88,84.5,388.36,600.61,494.485,14,16,15,3,6,4.5,105,146,125.5,2.33,2.58,2.455,2,2,2,2,4,3,0,10,5,0,14,7,25.786875,28.11,26.9484375,2,2,2,32.065,207.2,119.6325,1,1.8,1.4,3.956156035
Pb1S3Sn1,62,1.16,19.2,Pb1 S3 Sn1,5.558311572,25.22067479,0.39464008,717.87,1410.122,2875,15.53,16.228,18.26,7.34392,9.168116,10.36001,3.068473961,0.858513669,16,82,36,80,88,85,388.36,600.61,454.154,14,16,15.2,3,6,4,105,146,120,1.96,2.58,2.406,2,2,2,2,4,3.2,0,10,4,0,14,2.8,25.786875,33.285,27.751125,2,2,2,32.065,207.2,84.421,1,1.8,1.25,3.998608359
Pb1S3Zr1,62,1.34,21,Pb1 S3 Zr1,5.253215995,24.94777548,0.421632191,717.87,1771.522,4682,14.02,15.774,18.26,6.6339,9.026112,10.36001,3.052119142,0.842449672,16,82,34,44,88,77.8,388.36,2128,778.738,4,16,13.2,3,6,4,105,175,127.2,1.33,2.58,2.28,2,2,2,0,4,2.8,0,10,2.4,0,14,2.8,23.195,28.11,25.733125,2,3,2.2,32.065,207.2,78.9238,1,1.8,1.27,5.352511171
Pb1S4Sc2,62,2.56,63.5,Pb1 S4 Sc2,4.609295794,21.89198782,0.492670491,717.87,1585.64,3103,15,15.76857143,18.26,6.56149,8.854235714,10.36001,2.911602583,0.839540173,16,82,26.85714286,11,88,65,388.36,1814,826.0071429,3,16,12,3,6,3.714285714,105,170,129.4285714,1.36,2.58,2.195714286,2,2,2,0,4,2.571428571,0,10,1.714285714,0,14,2,22.235,28.11,25.10392857,2,3,2.285714286,32.065,207.2,60.76740343,1,1.8,1.285714286,5.409981726
Pb1Sc2Se4,62,1.8,50.8,Pb1 Sc2 Se4,5.802824678,25.05751216,0.48018733,958,1722.857143,3103,15,16.27714286,18.26,6.56149,8.507024286,9.75239,3.045636612,0.839140645,21,82,37.14285714,11,89,65.57142857,494,1814,886.3728571,3,16,12,4,6,4.285714286,120,170,138,1.36,2.55,2.178571429,2,2,2,0,4,2.571428571,1,10,7.428571429,0,14,2,22.235,28.11,25.18,2,3,2.285714286,44.955912,207.2,87.56454629,1.15,1.8,1.371428571,4.582123855
Pb1Se1,225,1.98,39.4,Pb1 Se1,7.886316966,30.12685525,0.511166043,958,1490,2022,16.42,17.34,18.26,7.41663,8.58451,9.75239,3.111606,1.570796327,34,82,58,81,89,85,494,600.61,547.305,14,16,15,4,6,5,120,146,133,2.33,2.55,2.44,2,2,2,2,4,3,10,10,10,0,14,7,25.92,28.11,27.015,2,2,2,78.96,207.2,143.08,1.15,1.8,1.475,3.39252533
Pb1Te1,225,2.07,38.4,Pb1 Te1,7.856997091,35.37919596,0.50768628,1261,1641.5,2022,18.26,19.36,20.46,7.41663,8.213115,9.0096,3.282837,1.570796327,52,82,67,81,90,85.5,600.61,722.66,661.635,14,16,15,5,6,5.5,138,146,142,2.1,2.33,2.215,2,2,2,2,4,3,10,10,10,0,14,7,28.11,34.76333333,31.43666667,2,2,2,127.6,207.2,167.4,1.4,1.8,1.6,3.117492885
Pb2S4Si1,14,0.89,12.6,Pb2 S4 Si1,5.145829886,26.31104689,0.386521459,717.87,1441.211429,3173,12.06,15.81428571,18.26,7.41663,9.203568571,10.36001,3.028783398,0.689668201,14,82,34.57142857,78,88,84.57142857,388.36,1687,634.5228571,14,16,15.14285714,3,6,3.857142857,105,146,117.5714286,1.9,2.58,2.411428571,2,2,2,2,4,3.142857143,0,10,2.857142857,0,14,4,20.44,28.11,25.68678571,2,2,2,28.0855,207.2,81.53507143,1,1.8,1.242857143,4.343431806
Pb2S5Sb2,62,0.87,14.9,Pb2 S5 Sb2,5.826664168,25.91015201,0.408857763,717.87,1261.483333,2022,15.53,16.72777778,18.26,7.41663,9.316676667,10.36001,3.100450152,0.794833823,16,82,38.44444444,81,88,85.77777778,388.36,903.78,550.0644444,14,16,15.33333333,3,6,4.111111111,105,146,121.6666667,2.05,2.58,2.406666667,2,2,2,2,4,3.333333333,0,10,4.444444444,0,14,3.111111111,25.786875,31.56,27.58604167,2,2,2,32.065,207.2,90.91611111,1,1.8,1.277777778,3.792802621
Pb2Se4Si1,14,0.8,12.5,Pb2 Se4 Si1,5.82375203,30.88899957,0.369599141,958,1578.428571,3173,12.06,16.32285714,18.26,7.41663,8.856357143,9.75239,3.200674989,0.7394399,14,82,44.85714286,78,89,85.14285714,494,1687,694.8885714,14,16,15.14285714,3,6,4.428571429,111,146,126.1428571,1.9,2.55,2.394285714,2,2,2,2,4,3.142857143,0,10,8.571428571,0,14,4,20.44,28.11,25.76285714,2,2,2,28.0855,207.2,108.3322143,1.1,1.8,1.328571429,3.577017985
Pb4S13Sb6,1,1.46,27,Pb4 S13 Sb6,5.485576389,26.00943919,0.382454252,717.87,1242.622174,2022,15.53,16.69869565,18.26,7.41663,9.391173478,10.36001,3.105493026,0.759612105,16,82,36.60869565,81,88,86,388.36,903.78,559.7304348,14,16,15.39130435,3,6,4.043478261,105,146,121,2.05,2.58,2.39826087,2,2,2,2,4,3.391304348,0,10,4.347826087,0,14,2.434782609,25.786875,31.56,27.69692935,2,2,2,32.065,207.2,85.92195652,1,1.8,1.256521739,3.761528984
PbS,225,2.9,52,Pb1 S1,7.333909255,27.08711452,0.528255135,717.87,1369.935,2022,15.53,16.895,18.26,7.41663,8.88832,10.36001,3.003223,1.570796327,16,82,49,81,88,84.5,388.36,600.61,494.485,14,16,15,3,6,4.5,105,146,125.5,2.33,2.58,2.455,2,2,2,2,4,3,0,10,5,0,14,7,25.786875,28.11,26.9484375,2,2,2,32.065,207.2,119.6325,1,1.8,1.4,3.956156035
PbSe,225,2,47,Pb1 Se1,7.886316966,30.12685525,0.511166043,958,1490,2022,16.42,17.34,18.26,7.41663,8.58451,9.75239,3.111606,1.570796327,34,82,58,81,89,85,494,600.61,547.305,14,16,15,4,6,5,120,146,133,2.33,2.55,2.44,2,2,2,2,4,3,10,10,10,0,14,7,25.92,28.11,27.015,2,2,2,78.96,207.2,143.08,1.15,1.8,1.475,3.39252533
Pd1Rb2Se2,71,1.08,29.3,Pd1 Rb2 Se2,4.7100588,30.6914274,0.866420988,958,1414.8,3236,8.56,30.584,55.76,4.177128,7.2391872,9.75239,3.335507745,0.84703325,34,46,37.6,4,89,49.6,312.46,1828.05,688.194,1,16,8.8,4,5,4.6,120,220,163.8,0.82,2.55,1.788,0,2,1.2,0,4,1.6,0,10,6,0,0,0,14.41,90.7225,49.539,1,3,1.8,78.96,106.42,87.05512,1.15,2.35,1.68,3.024552514
Pd1Rb2Te2,71,0.75,19.6,Pd1 Rb2 Te2,4.830611913,36.61355517,0.782252975,961,1536,3236,8.56,32.2,55.76,4.177128,6.9420712,9.0096,3.542104558,0.849543288,37,52,44.8,4,90,50,312.46,1828.05,779.658,1,16,8.8,5,5,5,138,220,171,0.82,2.2,1.608,0,2,1.2,0,4,1.6,0,10,6,0,0,0,14.41,90.7225,53.07633333,1,3,1.8,85.4678,127.6,106.51112,1.4,2.35,1.78,2.85112265
Pd1S1,84,7.78,107.1,Pd1 S1,6.46237567,17.79219937,0.440722088,717.87,1976.935,3236,8.56,12.045,15.53,8.3369,9.348455,10.36001,2.649061273,0.679861929,16,46,31,62,88,75,388.36,1828.05,1108.205,10,16,13,3,5,4,105,139,122,2.2,2.58,2.39,0,2,1,0,4,2,0,10,5,0,0,0,14.41,25.786875,20.0984375,2,3,2.5,32.065,106.42,69.2425,1,1.4,1.2,4.159180101
Pd1Se1,135,3.03,89.2,Pd1 Se1,7.474291607,20.59263596,0.433763474,958,2097,3236,8.56,12.49,16.42,8.3369,9.044645,9.75239,2.782002708,0.680380909,34,46,40,62,89,75.5,494,1828.05,1161.025,10,16,13,4,5,4.5,120,139,129.5,2.2,2.55,2.375,0,2,1,0,4,2,10,10,10,0,0,0,14.41,25.92,20.165,2,3,2.5,78.96,106.42,92.69,1.15,1.4,1.275,3.539813701
Pd1Se2,61,0.47,5.3,Pd1 Se2,5.936576683,24.64646548,0.327772393,958,1717.333333,3236,8.56,13.8,16.42,8.3369,9.28056,9.75239,2.927918094,0.68152361,34,46,38,62,89,80,494,1828.05,938.6833333,10,16,14,4,5,4.333333333,120,139,126.3333333,2.2,2.55,2.433333333,0,2,1.333333333,0,4,2.666666667,10,10,10,0,0,0,14.41,25.92,22.08333333,2,3,2.333333333,78.96,106.42,88.11333333,1.15,1.4,1.233333333,3.334064858
Pd3Rb2S4,12,0.87,17.1,Pd3 Rb2 S4,4.379963455,26.05221343,0.682221722,717.87,1611.275556,3236,8.56,22.14666667,55.76,4.177128,8.311666222,10.36001,3.087691659,0.821864443,16,46,30.66666667,4,88,60.66666667,312.46,1828.05,851.39,1,16,10.66666667,3,5,4.111111111,105,220,141.8888889,0.82,2.58,2.062222222,0,2,1.111111111,0,4,1.777777778,0,10,3.333333333,0,0,0,14.41,90.7225,36.42472222,1,3,2.111111111,32.065,106.42,68.71728889,1,2.35,1.433333333,3.875654524
Pd3Rb2Se4,70,0.77,14.3,Pd3 Rb2 Se4,5.16558359,28.78998363,0.651028187,958,1718,3236,8.56,22.54222222,55.76,4.177128,8.041612889,9.75239,3.218806783,0.833065088,34,46,38.66666667,4,89,61.11111111,312.46,1828.05,898.3411111,1,16,10.66666667,4,5,4.555555556,120,220,148.5555556,0.82,2.55,2.048888889,0,2,1.111111111,0,4,1.777777778,0,10,7.777777778,0,0,0,14.41,90.7225,36.48388889,1,3,2.111111111,78.96,106.42,89.55951111,1.15,2.35,1.5,3.3432342
Pt1Rb2S2,71,1.05,30.9,Pt1 Rb2 S2,5.233950664,27.29411342,0.933584209,717.87,1491.148,4098,9.09,30.334,55.76,4.177128,7.6066152,10.36001,3.200522928,0.84491785,16,78,36.8,4,88,49.4,312.46,2041.4,688.608,1,16,8.8,3,6,4.4,105,220,157.2,0.82,2.58,1.816,1,2,1.4,0,4,1.6,0,9,1.8,0,14,2.8,15.02,90.7225,49.60775,1,3,1.8,32.065,195.084,86.02992,1,2.35,1.61,3.887717872
Pt1Rb2Se2,71,0.86,25.6,Pt1 Rb2 Se2,5.684812717,30.60864861,0.861001349,958,1587.2,4098,9.09,30.69,55.76,4.177128,7.3635672,9.75239,3.334470243,0.848343609,34,78,44,4,89,49.8,312.46,2041.4,730.864,1,16,8.8,4,6,4.8,120,220,163.2,0.82,2.55,1.804,1,2,1.4,0,4,1.6,0,10,5.8,0,14,2.8,15.02,90.7225,49.661,1,3,1.8,78.96,195.084,104.78792,1.15,2.35,1.67,3.399796086
Pt1Rb2Te2,71,0.71,20.2,Pt1 Rb2 Te2,5.684717195,36.29237408,0.782628694,961,1708.4,4098,9.09,32.306,55.76,4.177128,7.0664512,9.0096,3.527762233,0.846339773,37,78,51.2,4,90,50.2,312.46,2041.4,822.328,1,16,8.8,5,6,5.2,136,220,170.4,0.82,2.28,1.624,1,2,1.4,0,4,1.6,0,10,5.8,0,14,2.8,15.02,90.7225,53.19833333,1,3,1.8,85.4678,195.084,124.24392,1.35,2.35,1.77,3.218378742
Pt1S1,131,19.89,118.2,Pt1 S1,9.865040708,19.11749782,0.379097334,717.87,2407.935,4098,9.09,12.31,15.53,8.9588,9.659405,10.36001,2.572246482,0.690135937,16,78,47,63,88,75.5,388.36,2041.4,1214.88,10,16,13,3,6,4.5,105,136,120.5,2.28,2.58,2.43,1,2,1.5,0,4,2,0,9,4.5,0,14,7,15.02,25.786875,20.4034375,2,3,2.5,32.065,195.084,113.5745,1,1.35,1.175,5.129310495
Pt1Se1Si1,29,5.79,125.2,Pt1 Se1 Si1,9.233873776,18.11077525,0.409551781,958,2743,4098,9.09,12.52333333,16.42,8.15168,8.95429,9.75239,2.708228435,0.707093014,14,78,42,63,89,76.66666667,494,2041.4,1407.466667,10,16,13.33333333,3,6,4.333333333,111,136,122.3333333,1.9,2.55,2.243333333,1,2,1.666666667,0,4,2,0,10,6.333333333,0,14,4.666666667,15.02,25.92,20.46,2,3,2.333333333,28.0855,195.084,100.7098333,1.1,1.35,1.2,4.937577891
Pt1Si1Te1,61,3.32,106.8,Pt1 Si1 Te1,9.377392325,20.70463507,0.440727639,1261,2844,4098,9.09,13.87,20.46,8.15168,8.706693333,9.0096,2.807716888,0.704469539,14,78,48,63,90,77,722.66,2041.4,1483.686667,10,16,13.33333333,3,6,4.666666667,111,138,128.3333333,1.9,2.28,2.093333333,1,2,1.666666667,0,4,2,0,10,6.333333333,0,14,4.666666667,15.02,34.76333333,23.40777778,2,3,2.333333333,28.0855,195.084,116.9231667,1.1,1.4,1.283333333,4.7459976
Pt3Rb2S4,69,0.71,16.5,Pt3 Rb2 S4,6.150666465,26.53117711,0.654979258,717.87,1898.608889,4098,9.09,22.32333333,55.76,4.177128,8.518966222,10.36001,3.095977731,0.814771524,16,78,41.33333333,4,88,61,312.46,2041.4,922.5066667,1,16,10.66666667,3,6,4.444444444,105,220,140.8888889,0.82,2.58,2.088888889,1,2,1.444444444,0,4,1.777777778,0,9,3,0,14,4.666666667,15.02,90.7225,36.62805556,1,3,2.111111111,32.065,195.084,98.27195556,1,2.35,1.416666667,4.473629047
