formula,sg,kL,bulkmod,composition,density,vpa,packing fraction,PymatgenData minimum boiling_point,PymatgenData mean boiling_point,PymatgenData maximum boiling_point,PymatgenData minimum molar_volume,PymatgenData mean molar_volume,PymatgenData maximum molar_volume,MagpieData minimum FirstIonizationEnergy,MagpieData mean FirstIonizationEnergy,MagpieData maximum FirstIonizationEnergy,holder_mean::0 Average bond length,holder_mean::0 Average bond angle,MagpieData minimum Number,MagpieData maximum Number,MagpieData mean Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData mean MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData mean Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData mean Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData mean CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData mean Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData mean NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData mean NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData mean NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData mean NfValence,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,PymatgenData minimum block,PymatgenData maximum block,PymatgenData mean block,PymatgenData minimum atomic_mass,PymatgenData maximum atomic_mass,PymatgenData mean atomic_mass,PymatgenData minimum atomic_radius,PymatgenData maximum atomic_radius,PymatgenData mean atomic_radius,cohesive energy (MP)
Ag2Ge1In2S6,9,2.08,28.3,Ag2 Ge1 In2 S6,4.393444684,24.40931936,0.368062118,717.87,1541.838182,3093,10.27,14.44272727,15.76,5.78636,8.798606364,10.36001,2.852572239,0.609811629,16,49,29.09090909,65,88,80.63636364,388.36,1234.93,624.6290909,11,16,14.36363636,3,5,3.818181818,105,145,120.3636364,1.78,2.58,2.264545455,1,2,1.818181818,0,4,2.545454545,0,10,4.545454545,0,0,0,16.33,25.786875,23.53693182,2,3,2.181818182,32.065,114.818,64.58203636,1,1.6,1.231818182,3.749779909
Ag2Ge1K2S4,15,1.28,19.3,Ag2 Ge1 K2 S4,3.523747713,25.90958374,0.636638888,717.87,1433.164444,3093,10.27,20.90777778,45.94,4.3406633,8.130361844,10.36001,3.054870775,0.713010999,16,47,25.33333333,3,88,63,336.53,1234.93,656.4177778,1,16,11.33333333,3,5,3.777777778,105,203,137.3333333,0.82,2.58,1.981111111,1,2,1.555555556,0,4,2,0,10,3.333333333,0,0,0,16.33,73.10666667,33.89175926,1,3,2,32.065,107.8682,54.98144444,1,2.2,1.427777778,3.574097358
Ag2Ge1Pb1S4,40,1.52,26,Ag2 Ge1 Pb1 S4,5.53580868,23.39099789,0.447180502,717.87,1607.06,3093,10.27,14.31875,18.26,7.41663,8.98857,10.36001,2.911464407,0.684133486,16,82,34,65,88,80.25,388.36,1234.93,729.41375,11,16,14.25,3,6,4,105,146,122,1.93,2.58,2.315,1,2,1.75,0,4,2.5,0,10,5,0,14,1.75,16.33,28.11,23.3653125,2,3,2.25,32.065,207.2,77.97955,1,1.8,1.28125,3.71511508
Ag2Ge1S3,36,6.31,45.5,Ag2 Ge1 S3,4.60898379,23.09243073,0.397404179,717.87,1686.101667,3093,10.27,13.46,15.53,7.57623,9.021986667,10.36001,2.670619328,0.602983391,16,47,29,65,88,78.83333333,388.36,1234.93,807.7233333,11,16,14,3,5,3.833333333,105,145,120.8333333,1.93,2.58,2.268333333,1,2,1.666666667,0,4,2.333333333,0,10,5,0,0,0,16.33,25.786875,22.1709375,2,3,2.333333333,32.065,107.8682,64.09523333,1,1.6,1.241666667,3.629300769
Ag2Hf1S3,64,2.26,59.8,Ag2 Hf1 S3,6.568914396,20.66206186,0.503978995,717.87,1983.268333,4876,10.27,13.42833333,15.53,6.82507,8.842926667,10.36001,2.831775134,0.740291894,16,72,35.66666667,45,88,73.16666667,388.36,2506,1023.49,4,16,12.33333333,3,6,4.166666667,105,175,130,1.3,2.58,2.15,1,2,1.666666667,0,4,2,0,10,3.666666667,0,14,2.333333333,16.33,25.786875,22.03677083,2,3,2.5,32.065,178.49,81.7369,1,1.6,1.291666667,4.69921352
Ag2Hg1S2,14,3.58,41.5,Ag2 Hg1 S2,7.439905485,21.44695584,0.529952289,629.88,1387.124,2435,10.27,13.138,15.53,7.57623,9.261996,10.4375,2.917608456,0.684121735,16,80,41.2,65,88,75.4,234.32,1234.93,696.18,11,16,13.2,3,6,4.4,105,145,126.4,1.93,2.58,2.204,1,2,1.6,0,4,1.6,0,10,6,0,14,2.8,16.33,25.786875,21.89426724,2,3,2.6,32.065,200.59,96.09128,1,1.6,1.34,2.651310855
Ag2Hg1Se4Sn1,31,2,38,Ag2 Hg1 Se4 Sn1,6.031333391,29.28277653,0.370116423,629.88,1525.86,2875,10.27,14.575,16.42,7.34392,8.99293,10.4375,2.875653131,0.608509229,34,80,45,65,89,79.625,234.32,1234.93,648.1575,11,16,14,4,6,4.625,120,145,130.125,1.93,2.55,2.2525,1,2,1.75,0,4,2.25,10,10,10,0,14,1.75,16.33,33.285,24.35782328,2,3,2.375,78.96,200.59,106.35955,1.15,1.6,1.34375,2.648041568
Ag2In2S6Si1,9,2.49,30,Ag2 In2 S6 Si1,4.223800743,23.79731857,0.367572553,717.87,1549.110909,3173,10.27,14.3,15.76,5.78636,8.821538182,10.36001,2.820888005,0.607758223,14,49,27.45454545,65,88,80.54545455,388.36,1687,667.8654545,11,16,14.36363636,3,5,3.727272727,105,145,119.5454545,1.78,2.58,2.254545455,1,2,1.818181818,0,4,2.545454545,0,10,3.636363636,0,0,0,16.33,25.786875,23.30375,2,3,2.181818182,28.0855,114.818,60.53162727,1,1.6,1.218181818,3.927846207
Ag2In2Se6Si1,9,1.45,24.8,Ag2 In2 Se6 Si1,5.288207861,27.03944613,0.367512467,958,1680.090909,3173,10.27,14.78545455,16.42,5.78636,8.490109091,9.75239,2.967515232,0.613401124,14,49,37.27272727,65,89,81.09090909,429.75,1687,725.4872727,11,16,14.36363636,3,5,4.272727273,111,145,127.7272727,1.78,2.55,2.238181818,1,2,1.818181818,0,4,2.545454545,0,10,9.090909091,0,0,0,16.33,25.92,23.37636364,2,3,2.181818182,28.0855,114.818,86.11071818,1.1,1.6,1.3,3.213312895
Ag2K1Nb1Se4,40,0.7,9.7,Ag2 K1 Nb1 Se4,4.320563558,31.87958852,0.459421563,958,1843.875,5017,10.27,17.87375,45.94,4.3406633,8.157691663,9.75239,3.172434117,0.712772612,19,47,36.25,3,89,67,336.53,2750,941.54875,1,16,11.5,4,5,4.375,120,203,142.125,0.82,2.55,2.06,1,2,1.5,0,4,2,0,10,8,0,0,0,16.33,73.10666667,28.45333333,1,3,2.25,39.0983,107.8682,82.947635,1.15,2.2,1.43125,3.63160691
Ag2K2Se4Sn1,13,1.05,20.2,Ag2 K2 Se4 Sn1,4.579943357,29.34714803,0.612482765,958,1515.666667,2875,10.27,21.59888889,45.94,4.3406633,7.798585178,9.75239,3.238677486,0.731522155,19,50,35.33333333,3,89,63.55555556,336.53,1234.93,624.8888889,1,16,11.33333333,4,5,4.333333333,120,203,146.1111111,0.82,2.55,1.962222222,1,2,1.555555556,0,4,2,0,10,7.777777778,0,0,0,16.33,73.10666667,35.09314815,1,3,2,39.0983,118.71,80.94255556,1.15,2.2,1.516666667,2.952498508
Ag2S1,4,0.96,12.7,Ag2 S1,5.622197142,24.39638781,0.526080061,717.87,1862.623333,2435,10.27,12.02333333,15.53,7.57623,8.504156667,10.36001,2.895439364,0.661417735,16,47,36.66666667,65,88,72.66666667,388.36,1234.93,952.74,11,16,12.66666667,3,5,4.333333333,105,145,131.6666667,1.93,2.58,2.146666667,1,2,1.333333333,0,4,1.333333333,0,10,6.666666667,0,0,0,16.33,25.786875,19.48229167,2,3,2.666666667,32.065,107.8682,82.60046667,1,1.6,1.4,3.02043496
Ag2S4Sn1Zn1,121,5.51,50.5,Ag2 S4 Sn1 Zn1,4.633644483,23.65730303,0.391770013,717.87,1474.56,2875,9.16,13.51375,16.29,7.34392,9.166327375,10.36001,2.680058524,0.590567446,16,50,29.75,65,88,78.875,388.36,1234.93,652.6325,11,16,14,3,5,3.875,105,145,121.375,1.65,2.58,2.22375,1,2,1.75,0,4,2.25,0,10,5,0,0,0,13.96,33.285,22.8815625,2,3,2.375,32.065,118.71,66.014425,1,1.6,1.25,3.484183793
Ag3Au1S2,213,1.42,43.8,Ag3 Au1 S2,6.072211435,26.64924588,0.438758064,717.87,1978.29,3129,10.21,12.01333333,15.53,7.57623,8.77904,10.36001,2.930116917,0.581242671,16,79,42,65,88,72.83333333,388.36,1337.33,969.8066667,11,16,12.66666667,3,6,4.5,105,145,130.1666667,1.93,2.58,2.248333333,1,2,1.333333333,0,4,1.333333333,0,10,6.666666667,0,14,2.333333333,16.33,25.786875,19.54395833,2,3,2.666666667,32.065,196.966569,97.45019483,1,1.6,1.358333333,3.112949402
Ag3Au1Se2,214,1.21,42.3,Ag3 Au1 Se2,8.647011699,21.71580834,0.571926683,958,2058.333333,3129,10.21,12.31,16.42,7.57623,8.5765,9.75239,2.973819178,0.744568365,34,79,48,65,89,73.16666667,494,1337.33,1005.02,11,16,12.66666667,4,6,4.833333333,120,145,135.1666667,1.93,2.55,2.238333333,1,2,1.333333333,0,4,1.333333333,10,10,10,0,14,2.333333333,16.33,25.92,19.58833333,2,3,2.666666667,78.96,196.966569,113.0818615,1.15,1.6,1.408333333,2.739965304
Ag3Au1Te2,214,1.07,36.4,Ag3 Au1 Te2,8.780327726,24.45235859,0.577762462,1261,2159.333333,3129,10.21,13.65666667,20.46,7.57623,8.328903333,9.22553,3.100069629,0.749233498,47,79,54,65,90,73.5,722.66,1337.33,1081.24,11,16,12.66666667,5,6,5.166666667,136,145,141.1666667,1.93,2.54,2.088333333,1,2,1.333333333,0,4,1.333333333,10,10,10,0,14,2.333333333,16.33,34.76333333,22.53611111,2,3,2.666666667,107.8682,196.966569,129.2951948,1.35,1.6,1.491666667,2.641534151
Ag3Cu1S2,141,1,16.7,Ag3 Cu1 S2,6.624135392,18.85451263,0.620147111,717.87,1990.123333,3200,7.11,11.49666667,15.53,7.57623,8.529181667,10.36001,2.869091586,0.822525626,16,47,33.66666667,64,88,72.5,388.36,1357.77,973.2133333,11,16,12.66666667,3,5,4.166666667,105,145,129.5,1.9,2.58,2.141666667,1,2,1.333333333,0,4,1.333333333,0,10,6.666666667,0,0,0,11.07,25.786875,18.605625,2,3,2.666666667,32.065,107.8682,75.21343333,1,1.6,1.358333333,3.188621223
Ag3K1Se2,12,0.92,19.8,Ag3 K1 Se2,5.748900239,25.06318972,0.723606651,958,1708.833333,2435,10.27,18.265,45.94,4.3406633,7.76235555,9.75239,3.138344696,0.877536698,19,47,38,3,89,62.66666667,336.53,1234.93,838.22,1,16,11,4,5,4.5,120,203,146.3333333,0.82,2.55,1.951666667,1,2,1.333333333,0,4,1.333333333,0,10,8.333333333,0,0,0,16.33,73.10666667,28.98944444,1,3,2.333333333,39.0983,107.8682,86.77048333,1.15,2.2,1.55,2.720355623
Ag3K3Nb2S8,15,0.97,11.5,Ag3 K3 Nb2 S8,3.140567504,29.1874333,0.523189613,717.87,1636.1225,5017,10.27,19.658125,45.94,4.3406633,8.259278744,10.36001,3.091521504,0.703176026,16,47,25.5,3,88,62.625,336.53,2750,832.57875,1,16,10.875,3,5,3.8125,105,203,138.25,0.82,2.58,2.005625,1,2,1.5,0,4,2,0,10,2.375,0,0,0,16.33,73.10666667,31.9353125,1,3,2.125,32.065,107.8682,55.20201625,1,2.2,1.39375,4.332859629
Ag3Na1S2,227,1.46,28.3,Ag3 Na1 S2,5.490070671,20.70476871,0.678414235,717.87,1649.456667,2435,10.27,14.275,23.78,5.139076,8.097964333,10.36001,3.000900085,0.871230346,11,47,30.66666667,2,88,62.16666667,370.87,1234.93,808.73,1,16,11,3,5,4,105,166,135.1666667,0.93,2.58,1.98,1,2,1.333333333,0,4,1.333333333,0,10,5,0,0,0,16.33,29.24333333,21.63451389,1,3,2.333333333,22.98976928,107.8682,68.45406155,1,1.8,1.433333333,3.079440414
Ag3Rb1S2,12,1.13,24.4,Ag3 Rb1 S2,5.471762739,23.93412352,0.795315177,717.87,1616.956667,2435,10.27,19.605,55.76,4.177128,7.937639667,10.36001,3.071337248,0.888984481,16,47,35,4,88,62.5,312.46,1234.93,798.995,1,16,11,3,5,4.333333333,105,220,144.1666667,0.82,2.58,1.961666667,1,2,1.333333333,0,4,1.333333333,0,10,5,0,0,0,16.33,90.7225,31.88104167,1,3,2.333333333,32.065,107.8682,78.86706667,1,2.35,1.525,3.056754782
Ag3Rb1Se2,12,1.11,27.4,Ag3 Rb1 Se2,6.020934524,26.06220643,0.758280019,958,1697,2435,10.27,19.90166667,55.76,4.177128,7.735099667,9.75239,3.169083278,0.907828165,34,47,41,4,89,62.83333333,312.46,1234.93,834.2083333,1,16,11,4,5,4.666666667,120,220,149.1666667,0.82,2.55,1.951666667,1,2,1.333333333,0,4,1.333333333,0,10,8.333333333,0,0,0,16.33,90.7225,31.92541667,1,3,2.333333333,78.96,107.8682,94.49873333,1.15,2.35,1.575,2.70896541
Ag3Rb1Te2,12,0.91,23.9,Ag3 Rb1 Te2,6.162885005,29.83046279,0.719742607,961,1798,2435,10.27,21.24833333,55.76,4.177128,7.487503,9.0096,3.306857477,0.850214187,37,52,47,4,90,63.16666667,312.46,1234.93,910.4283333,1,16,11,5,5,5,138,220,155.1666667,0.82,2.1,1.801666667,1,2,1.333333333,0,4,1.333333333,0,10,8.333333333,0,0,0,16.33,90.7225,34.87319444,1,3,2.333333333,85.4678,127.6,110.7120667,1.4,2.35,1.658333333,2.594956373
Ag4Cd1Ge2S7,9,3.4,43.6,Ag4 Cd1 Ge2 S7,4.62182645,23.44619949,0.395774356,717.87,1570.792143,3093,10.27,13.575,15.53,7.57623,9.115547857,10.36001,2.692002554,0.597923904,16,48,29.42857143,65,88,78.85714286,388.36,1234.93,762.5185714,11,16,14,3,5,3.857142857,105,145,121.3571429,1.69,2.58,2.249285714,1,2,1.714285714,0,4,2.285714286,0,10,5,0,0,0,16.33,25.786875,22.23808036,2,3,2.357142857,32.065,112.411,65.25848571,1,1.6,1.246428571,3.542851064
Ag4Ge2Hg1S7,9,3.05,42.6,Ag4 Ge2 Hg1 S7,5.043673354,23.55885521,0.389451069,629.88,1541.497857,3093,10.27,13.65285714,15.53,7.57623,9.218667857,10.4375,2.69752905,0.598846094,16,80,31.71428571,65,88,78.92857143,234.32,1234.93,736.8114286,11,16,14,3,6,3.928571429,105,145,120.5,1.93,2.58,2.271428571,1,2,1.714285714,0,4,2.285714286,0,10,5,0,14,1,16.33,25.786875,22.64826509,2,3,2.357142857,32.065,200.59,71.55698571,1,1.6,1.242857143,3.430126128
Ag4K2S3,12,1.31,30.3,Ag4 K2 S3,4.706442994,23.75140033,0.797145914,717.87,1550.845556,2435,10.27,19.95,45.94,4.3406633,7.785141844,10.36001,3.071844827,0.839871251,16,47,30.44444444,3,88,58.88888889,336.53,1234.93,753.0955556,1,16,10.44444444,3,5,4.111111111,105,203,144.5555556,0.82,2.58,1.9,1,2,1.333333333,0,4,1.333333333,0,10,4.444444444,0,0,0,16.33,73.10666667,32.0993287,1,3,2.222222222,32.065,107.8682,67.31826667,1,2.2,1.533333333,3.08716935
Ag4K2Se3,12,1.35,37,Ag4 K2 Se3,5.291871716,26.02890098,0.755337709,958,1630.888889,2435,10.27,20.24666667,45.94,4.3406633,7.582601844,9.75239,3.172332561,0.844371491,19,47,36.44444444,3,89,59.22222222,336.53,1234.93,788.3088889,1,16,10.44444444,4,5,4.444444444,120,203,149.5555556,0.82,2.55,1.89,1,2,1.333333333,0,4,1.333333333,0,10,7.777777778,0,0,0,16.33,73.10666667,32.1437037,1,3,2.222222222,39.0983,107.8682,82.94993333,1.15,2.2,1.583333333,2.728580548
Ag4Rb2S3,12,1.16,27.3,Ag4 Rb2 S3,5.136570068,25.09366329,0.840932534,717.87,1535.067778,2435,10.27,22.13222222,55.76,4.177128,7.748800667,10.36001,3.117441787,0.905400604,16,47,34.44444444,4,88,59.11111111,312.46,1234.93,747.7466667,1,16,10.44444444,3,5,4.333333333,105,220,148.3333333,0.82,2.58,1.9,1,2,1.333333333,0,4,1.333333333,0,10,4.444444444,0,0,0,16.33,90.7225,36.01395833,1,3,2.222222222,32.065,107.8682,77.6226,1,2.35,1.566666667,3.055554632
Ag5Ba2La1S6,12,1.94,46.2,Ag5 Ba2 La1 S6,5.546750589,24.49052362,0.65692481,717.87,1750.801429,3743,10.27,17.37428571,38.16,5.211664,8.288674143,10.36001,2.999481,0.752248914,16,57,35.71428571,9,88,63.14285714,388.36,1234.93,835.5578571,2,16,11.28571429,3,6,4.357142857,105,215,142.2857143,0.89,2.58,2.000714286,1,2,1.642857143,0,4,1.714285714,0,10,3.642857143,0,0,0,16.33,63.59,28.60348214,1,3,2.285714286,32.065,138.90547,81.80646214,1,2.15,1.446428571,4.198745045
Ag6K2S4,227,1.1,17.7,Ag6 K2 S4,4.771209333,24.75866724,0.703132035,717.87,1628.79,2435,10.27,17.96833333,45.94,4.3406633,7.96489555,10.36001,3.115045941,0.832747493,16,47,32,3,88,62.33333333,336.53,1234.93,803.0066667,1,16,11,3,5,4.166666667,105,203,141.3333333,0.82,2.58,1.961666667,1,2,1.333333333,0,4,1.333333333,0,10,5,0,0,0,16.33,73.10666667,28.94506944,1,3,2.333333333,32.065,107.8682,71.13881667,1,2.2,1.5,3.083320705
Ag7Nb1S6,7,1.55,26.1,Ag7 Nb1 S6,5.462907493,22.58845951,0.499634984,717.87,1883.515714,5017,10.27,12.56428571,15.53,6.75885,8.710894286,10.36001,2.919216972,0.724554693,16,47,33.28571429,47,88,73.57142857,388.36,2750,980.3335714,5,16,12.71428571,3,5,4.142857143,105,164,129.2142857,1.6,2.58,2.185,1,2,1.428571429,0,4,1.714285714,0,10,5.285714286,0,0,0,16.33,25.786875,20.51508929,2,3,2.571428571,32.065,107.8682,74.31241286,1,1.6,1.332142857,3.648697857
Ag7Rb1S4,85,1.21,27.2,Ag7 Rb1 S4,6.001920491,22.3364461,0.713399632,717.87,1739.79,2435,10.27,15.81416667,55.76,4.177128,8.220898167,10.36001,3.005303031,0.837366305,16,47,35.83333333,4,88,67.58333333,312.46,1234.93,875.8675,1,16,11.83333333,3,5,4.333333333,105,220,137.9166667,0.82,2.58,2.054166667,1,2,1.333333333,0,4,1.333333333,0,10,5.833333333,0,0,0,16.33,90.7225,25.68166667,1,3,2.5,32.065,107.8682,80.73376667,1,2.35,1.4625,3.039291044
Ag8Se6Sn1,31,1.72,33,Ag8 Se6 Sn1,6.670740648,24.1529848,0.519610274,958,1873.533333,2875,10.27,13.13133333,16.42,7.34392,8.431206667,9.75239,2.964023994,0.693441369,34,50,42,65,89,75.6,494,1234.93,889.9013333,11,16,13.2,4,5,4.6,120,145,134.6,1.93,2.55,2.18,1,2,1.466666667,0,4,1.733333333,10,10,10,0,0,0,16.33,33.285,21.29633333,2,3,2.533333333,78.96,118.71,97.02770667,1.15,1.6,1.41,2.783111468
AgAlSe2,122,5.13,48.7,Ag1 Al1 Se2,4.791076153,25.36776566,0.37527712,958,1785.75,2792,10,13.2775,16.42,5.985768,8.2666945,9.75239,2.758026694,0.577441962,13,47,32,65,89,79,494,1234.93,789.1,11,16,14,3,5,4,120,145,126.5,1.61,2.55,2.16,1,2,1.75,0,4,2.25,0,10,7.5,0,0,0,16.33,25.92,21.1625,2,3,2.25,26.9815386,107.8682,73.19243465,1.15,1.6,1.2875,3.488313155
AgBr,225,1.1,40,Ag1 Br1,4.917995434,31.70021993,0.371100122,332,1383.5,2435,10.27,15.025,19.78,7.57623,9.695015,11.8138,2.946570188,0.615479709,35,47,41,65,95,80,265.8,1234.93,750.365,11,17,14,4,5,4.5,120,145,132.5,1.93,2.96,2.445,1,2,1.5,0,5,2.5,10,10,10,0,0,0,16.33,29.48,22.905,2,3,2.5,79.904,107.8682,93.8861,1.15,1.6,1.375,2.321949595
AgCl,225,1,43,Ag1 Cl1,5.356180845,22.21643168,0.480411868,239.11,1337.055,2435,10.27,13.83,17.39,7.57623,10.27193,12.96763,2.811198,1.570796327,17,47,32,65,94,79.5,171.6,1234.93,703.265,11,17,14,3,5,4,102,145,123.5,1.93,3.16,2.545,1,2,1.5,0,5,2.5,0,10,5,0,0,0,16.33,24.4975,20.41375,2,3,2.5,35.453,107.8682,71.6606,1,1.6,1.3,2.46853027
AgFeS2,122,6.29,53.8,Ag1 Fe1 S2,5.642235632,16.76385742,0.552213379,717.87,1751.185,3134,7.09,12.105,15.53,7.57623,9.0496625,10.36001,2.615298262,0.850448689,16,47,26.25,55,88,74,388.36,1811,955.6625,8,16,12.75,3,5,3.75,105,145,121.75,1.83,2.58,2.23,1,2,1.75,0,4,2,0,10,4,0,0,0,10.73,25.786875,19.6584375,2,3,2.5,32.065,107.8682,56.9608,1,1.6,1.25,4.040434508
AgGaS2,122,1.45,61,Ag1 Ga1 S2,4.517958693,22.21066653,0.391001741,717.87,1586.935,2477,10.27,13.2825,15.53,5.999301,8.57388775,10.36001,2.63992982,0.577407718,16,47,27.5,65,88,78.75,302.91,1234.93,578.64,11,16,14,3,5,3.75,105,145,119.25,1.81,2.58,2.225,1,2,1.75,0,4,2.25,0,10,5,0,0,0,16.33,25.786875,21.6903125,2,3,2.25,32.065,107.8682,60.4303,1,1.6,1.225,3.76152852
AgGaTe2,122,2.89,36.6,Ag1 Ga1 Te2,5.66102974,31.7374545,0.388721608,1261,1858.5,2477,10.27,15.7475,20.46,5.999301,7.89868275,9.0096,2.952926445,0.573102859,31,52,45.5,65,90,79.75,302.91,1234.93,745.79,11,16,14,4,5,4.75,122,145,135.75,1.81,2.1,1.985,1,2,1.75,0,4,2.25,10,10,10,0,0,0,16.33,34.76333333,26.17854167,2,3,2.25,69.723,127.6,108.1978,1.3,1.6,1.425,2.831347978
AgI,216,3.83,22.8,Ag1 I1,5.324385941,36.60977948,0.391306987,457.4,1446.2,2435,10.27,17.995,25.72,7.57623,9.013745,10.45126,3.091446509,0.615479709,47,53,50,65,96,80.5,386.85,1234.93,810.89,11,17,14,5,5,5,139,145,142,1.93,2.66,2.295,1,2,1.5,0,5,2.5,10,10,10,0,0,0,16.33,43.015,29.6725,2,3,2.5,107.8682,126.90447,117.386335,1.4,1.6,1.5,2.195261315
AgInSe2,122,3.55,41.1,Ag1 In1 Se2,5.443594904,29.02546365,0.391872021,958,1674,2435,10.27,14.7175,16.42,5.78636,8.2168425,9.75239,2.864476651,0.575145927,34,49,41,65,89,79.5,429.75,1234.93,663.17,11,16,14,4,5,4.5,120,145,131.75,1.78,2.55,2.2025,1,2,1.75,0,4,2.25,10,10,10,0,0,0,16.33,25.92,23.1075,2,3,2.25,78.96,114.818,95.15155,1.15,1.6,1.3625,3.00558683
Al1As1,186,22.72,67.3,Al1 As1,3.590699212,23.56284008,0.308788268,887,1839.5,2792,10,11.475,12.95,5.985768,7.887184,9.7886,2.669143423,0.615479709,13,33,23,73,84,78.5,933.47,1090,1011.735,13,15,14,3,4,3.5,119,121,120,1.61,2.18,1.895,2,2,2,1,3,2,0,10,5,0,0,0,16.48,22.175,19.3275,2,2,2,26.9815386,74.9216,50.9515693,1.15,1.25,1.2,3.73743744
Al1As2K2Na1,72,1.29,21.3,Al1 As2 K2 Na1,2.745535058,28.02418568,0.800237253,887,1297.666667,2792,10,25.26,45.94,4.3406633,6.5638951,9.7886,3.27141085,0.866501177,11,33,21.33333333,2,84,41.5,336.53,1090,692.9,1,15,7.666666667,3,4,3.666666667,119,203,155.1666667,0.82,2.18,1.423333333,1,2,1.5,0,3,1.166666667,0,10,3.333333333,0,0,0,16.48,73.10666667,39.38111111,1,2,1.5,22.98976928,74.9216,46.33518465,1.15,2.2,1.625,2.625221815
Al1As2Na3,72,1.89,21.7,Al1 As2 Na3,2.728977687,24.92695454,0.629904178,887,1339,2792,10,17.87333333,23.78,5.139076,6.830032667,9.7886,3.121750918,0.875381638,11,33,18.66666667,2,84,41.16666667,370.87,1090,704.3466667,1,15,7.666666667,3,4,3.333333333,119,166,142.8333333,0.93,2.18,1.46,1,2,1.5,0,3,1.166666667,0,10,3.333333333,0,0,0,16.48,29.24333333,24.76,1,2,1.5,22.98976928,74.9216,40.96567441,1.15,1.8,1.491666667,2.639688842
Al1As3Ca3,62,2.12,44,Al1 As3 Ca3,3.528853039,25.00561099,0.574614938,887,1532,2792,10,18.20714286,26.2,5.985768,7.670149714,9.7886,3.073959732,0.752053124,13,33,24.57142857,7,84,49.42857143,933.47,1115,1078.352857,2,15,9.142857143,3,4,3.857142857,119,176,143.7142857,1,2.18,1.592857143,2,2,2,0,3,1.428571429,0,10,4.285714286,0,0,0,16.48,37.77,28.045,1,2,1.571428571,26.9815386,74.9216,53.14004837,1.15,1.8,1.442857143,3.662896723
Al1As4Ca3Na3,186,2.08,36.7,Al1 As4 Ca3 Na3,3.046617276,25.56111733,0.641022921,887,1370.818182,2792,10,19.24909091,26.2,5.139076,7.172443273,9.7886,3.164246781,0.890706011,11,33,21.63636364,2,84,39.63636364,370.87,1115,886.4618182,1,15,7.454545455,3,4,3.636363636,119,176,147.5454545,0.93,2.18,1.465454545,1,2,1.727272727,0,3,1.181818182,0,10,3.636363636,0,0,0,16.48,37.77,27.83818182,1,2,1.454545455,22.98976928,74.9216,46.89738604,1.15,1.8,1.513636364,3.083873669
Al1Au1O2,194,18.86,164.6,Al1 Au1 O2,9.21303003,11.53284635,0.439977745,90.2,1525.35,3129,10,13.7325,17.36,5.985768,10.6118495,13.61805,2.240136802,1.026922597,8,79,27,66,87,78.25,54.8,1337.33,595.1,11,16,14,2,6,3.25,66,136,97.25,1.61,3.44,2.7575,1,2,1.75,0,4,2.25,0,10,2.5,0,14,3.5,9.105,16.7,12.8475,2,3,2.25,15.9994,196.966569,63.9867269,0.6,1.35,0.95,5.568315143
Al1Ba1La1O4,19,9.21,99.8,Al1 Ba1 La1 O4,5.689957755,15.30940871,0.788399108,90.2,1291.257143,3743,10,19.99857143,38.16,5.211664,10.178076,13.61805,2.552449586,0.741557081,8,57,22.57142857,9,87,63.28571429,54.8,1193,477.9528571,2,16,11.71428571,2,6,3.285714286,66,215,115.2857143,0.89,3.44,2.48,2,2,2,0,4,2.428571429,0,1,0.142857143,0,0,0,9.105,63.59,21.9125,1,3,2,15.9994,138.90547,52.45880123,0.6,2.15,1.107142857,6.859128536
Al1Ba3Sb3,64,1.16,30.1,Al1 Ba3 Sb3,4.804951051,39.70535927,0.616615883,1860,2114.428571,2792,10,25.57857143,38.16,5.211664,6.77799,8.60839,3.522861409,0.785920861,13,56,47.71428571,9,85,50.71428571,903.78,1000,949.2585714,2,15,9.142857143,3,6,5.142857143,121,215,169,0.89,2.05,1.49,2,2,2,0,3,1.428571429,0,10,4.285714286,0,0,0,16.48,63.59,43.13285714,1,2,1.571428571,26.9815386,137.327,114.8917912,1.25,2.15,1.721428571,3.390605115
Al1Be1La3S7,173,2.34,49.3,Al1 Be1 La3 S7,4.191588155,22.35547149,0.505207707,717.87,1815.674167,3743,4.85,15.89416667,22.39,5.5769,8.713269833,10.36001,2.916932091,0.751338563,4,57,25,13,88,66.25,388.36,1560,732.5825,2,16,11.33333333,2,6,3.666666667,96,207,131.0833333,1.1,2.58,2.045,2,2,2,0,4,2.416666667,0,1,0.25,0,0,0,7.89,36.8975,26.29755208,1,3,2.166666667,9.012182,138.90547,56.43042755,1,1.95,1.2625,5.682136174
